Contaminantes al AGUA de las e-DMAs E-PRTR ejercicio 2008 (Sumatorio cantidad másica por Contaminante);;;;;;;;;;
Ejercicio;NIF;Razón Social;NIMA;Denominación;Municipio;Tipo;Contaminante;Descripción;Cod PRTR;Cantidad masica KG/Año
2008;F20025292;FAGOR EDERLAN;2000019815;MARKULETEKO BURDINA GALDATEGIA;Arrasate/Mondragón;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;0
2008;F20025292;FAGOR EDERLAN;2000019815;MARKULETEKO BURDINA GALDATEGIA;Arrasate/Mondragón;Agua;022200;FÓSFORO TOTAL;13;20,8608
2008;F20025292;FAGOR EDERLAN;2000019815;MARKULETEKO BURDINA GALDATEGIA;Arrasate/Mondragón;Agua;021500;SULFATOS;(null);75,09888
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;184,98
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;020132;ZINC Y SUS COMPUESTOS;24;0,8324
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;010109;TRICLOROETILENO;57;0
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Agua;020101;ALUMINIO;(null);22,179
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Agua;020125;SODIO;(null);15228,22
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Agua;021100;CLORUROS;79;35656,32
2008;A48212567;GARBIKER A.B. (S.A.);4800001091;GARBIKER-BERRIZ;Berriz;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;1,564
2008;A48212567;GARBIKER A.B. (S.A.);4800001091;GARBIKER-BERRIZ;Berriz;Agua;020127;CROMO Y SUS COMPUESTOS;19;0,583
2008;A48212567;GARBIKER A.B. (S.A.);4800001091;GARBIKER-BERRIZ;Berriz;Agua;010900;DIFENILÉTER BROMADO;63;0,613
2008;A48212567;GARBIKER A.B. (S.A.);4800001091;GARBIKER-BERRIZ;Berriz;Agua;011100;CLOROALCANOS (C10-C13);31;3,067
2008;A48212567;GARBIKER A.B. (S.A.);4800001091;GARBIKER-BERRIZ;Berriz;Agua;020113;MANGANESO;(null);17,91
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Agua;020128;COBRE Y SUS COMPUESTOS;20;0
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Agua;020132;ZINC Y SUS COMPUESTOS;24;159,7
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Agua;022200;FÓSFORO TOTAL;13;4608,1
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Agua;022200;FÓSFORO TOTAL;13;0
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Agua;020124;CALCIO;(null);14952,29
2008;A48004360;FAES FARMA;4800001449;FAES FARMA;Leioa;Agua;010800;BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS);(null);0
2008;A48004360;FAES FARMA;4800001449;FAES FARMA;Leioa;Agua;021500;SULFATOS;(null);3819,03
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Agua;020112;HIERRO;(null);47,649152
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Agua;020125;SODIO;(null);2814,311
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Agua;020118;SELENIO;(null);0
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0,671175
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;541,474
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;Agua;021300;FLUORUROS;83;782,183
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;Agua;010105;CLOROFORMO;58;0,329
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;Agua;010104;TETRACLORURO DE CARBONO;(null);0
2008;B95510046;ILARDUYA PRODUCTOS DE FUNDICION, S.L.U.;4800001443;ILARDUYA;Amorebieta-Etxano;Agua;021200;FENOLES;71;1,64
2008;B95510046;ILARDUYA PRODUCTOS DE FUNDICION, S.L.U.;4800001443;ILARDUYA;Amorebieta-Etxano;Agua;022100;NITRÓGENO TOTAL;12;22,1
2008;B95510046;ILARDUYA PRODUCTOS DE FUNDICION, S.L.U.;4800001443;ILARDUYA;Amorebieta-Etxano;Agua;011005;BENZO(b)FLUORANTENO (COMO PAH);(null);0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Agua;021801;AMONIACO;(null);1440,164
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Agua;021200;FENOLES;71;237,569
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Agua;022200;FÓSFORO TOTAL;13;1,056
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Agua;022100;NITRÓGENO TOTAL;12;658,394
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Agua;011003;FLUORANTENO;88;1,087948
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Agua;010130;TETRACLOROMETANO (TCM);53;0
2008;A48018170;JESUS OÑATE Y HERMANOS;4800001557;JESUS OÑATE Y HERMANOS, S.A;Durango;Agua;020113;MANGANESO;(null);2,58
2008;A48018170;JESUS OÑATE Y HERMANOS;4800001557;JESUS OÑATE Y HERMANOS, S.A;Durango;Agua;020124;CALCIO;(null);3203,29
2008;B01292903;SIDENOR INDUSTRIAL;2000004629;SIDENOR INDUSTRIAL, S.L. (Azkoitia);Azkoitia;Agua;011003;FLUORANTENO;88;0,0609
2008;B01292903;SIDENOR INDUSTRIAL;2000004629;SIDENOR INDUSTRIAL, S.L. (Azkoitia);Azkoitia;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0,5653
2008;B95452769;LEAZ VALORIZACIONES;2000004630;VERTEDERO INERTES (AZKOITIA);Azkoitia;Agua;020131;PLOMO Y SUS COMPUESTOS;23;1,46
2008;B95452769;LEAZ VALORIZACIONES;2000004630;VERTEDERO INERTES (AZKOITIA);Azkoitia;Agua;020112;HIERRO;(null);0,42
2008;A48064521;FUNDICIONES GARBI;4800001566;FUNDICIONES GARBI;Abadiño;Agua;030700;DQO;(null);208,63
2008;F48010177;SEBERIA BILBAINA;4800001570;SEBERIA BILBAINA, S.COOP.;Barakaldo;Agua;021100;CLORUROS;79;1148
2008;F48010177;SEBERIA BILBAINA;4800001570;SEBERIA BILBAINA, S.COOP.;Barakaldo;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;13964
2008;F48010177;SEBERIA BILBAINA;4800001570;SEBERIA BILBAINA, S.COOP.;Barakaldo;Agua;022200;FÓSFORO TOTAL;13;434
2008;F48010177;SEBERIA BILBAINA;4800001570;SEBERIA BILBAINA, S.COOP.;Barakaldo;Agua;010131;PCDD + PCDF;47;0
2008;A01038074;EKONOR;2000001048;EKONOR-PLANTA DE ADUNA;Aduna;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;10,62
2008;A20098976;INDUSTRIAS SEUR;2000004574;INDUSTRIAS SEUR;Hernani;Agua;031000;SOLIDOS EN SUSPENSION;(null);309,754
2008;B01292903;SIDENOR INDUSTRIAL;2000004628;GERDAU SIDENOR LEGAZPI;Legazpi;Agua;021100;CLORUROS;79;117,6
2008;A95075586;IBERDROLA GENERACION, S.A.U.;2000004679;IBERDROLA GENERACIÓN C. T. PASAJES;Pasaia;Agua;020103;ARSENICO;(null);1,8
2008;A58410176;SARRIOPAPEL Y CELULOSA;2000004709;SARRIO PAPEL -FACTORIA DE URANGA-;Berrobi;Agua;022200;FÓSFORO TOTAL;13;49,66
2008;A58410176;SARRIOPAPEL Y CELULOSA;2000004709;SARRIO PAPEL -FACTORIA DE URANGA-;Berrobi;Agua;010103;PENTACLOROFENOL;49;0
2008;F20025292;FAGOR EDERLAN;2000004904;BEHE PRESIOKO ALUMINIO-MEKANIZAZIOA 2;Arrasate/Mondragón;Agua;031000;SOLIDOS EN SUSPENSION;(null);28,0476
2008;F20025292;FAGOR EDERLAN;2000004904;BEHE PRESIOKO ALUMINIO-MEKANIZAZIOA 2;Arrasate/Mondragón;Agua;020109;COBRE;(null);0
2008;F20025292;FAGOR EDERLAN;2000004904;BEHE PRESIOKO ALUMINIO-MEKANIZAZIOA 2;Arrasate/Mondragón;Agua;020117;PLOMO;(null);0
2008;B20074829;HIERROS EGUINO;2000004756;HIERROS EGUINO;Azkoitia;Agua;020127;CROMO Y SUS COMPUESTOS;19;0,385
2008;B20074829;HIERROS EGUINO;2000004756;HIERROS EGUINO;Azkoitia;Agua;020101;ALUMINIO;(null);4,234
2008;B20074829;HIERROS EGUINO;2000004756;HIERROS EGUINO;Azkoitia;Agua;021500;SULFATOS;(null);22024,078
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004894;PLANTA SAN ANDRES;Arrasate/Mondragón;Agua;020131;PLOMO Y SUS COMPUESTOS;23;3,14
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004894;PLANTA SAN ANDRES;Arrasate/Mondragón;Agua;020400;DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL;(null);2,95
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004894;PLANTA SAN ANDRES;Arrasate/Mondragón;Agua;020103;ARSENICO;(null);0,351
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004894;PLANTA SAN ANDRES;Arrasate/Mondragón;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;517,9
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004895;PLANTA GARAGARTZA;Arrasate/Mondragón;Agua;021100;CLORUROS;79;8886
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004895;PLANTA GARAGARTZA;Arrasate/Mondragón;Agua;021300;FLUORUROS;83;96,5
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004895;PLANTA GARAGARTZA;Arrasate/Mondragón;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;3,296
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004895;PLANTA GARAGARTZA;Arrasate/Mondragón;Agua;022200;FÓSFORO TOTAL;13;224
2008;F20025292;FAGOR EDERLAN;2000004901;ESKORIATZAKO ALUMINIO INJEKZIOA- POWER TRAIN;Eskoriatza;Agua;031000;SOLIDOS EN SUSPENSION;(null);36029,284
2008;F20025292;FAGOR EDERLAN;2000004901;ESKORIATZAKO ALUMINIO INJEKZIOA- POWER TRAIN;Eskoriatza;Agua;022100;NITRÓGENO TOTAL;12;5311,314
2008;F20025292;FAGOR EDERLAN;2000004901;ESKORIATZAKO ALUMINIO INJEKZIOA- POWER TRAIN;Eskoriatza;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0
2008;F20025292;FAGOR EDERLAN;2000004901;ESKORIATZAKO ALUMINIO INJEKZIOA- POWER TRAIN;Eskoriatza;Agua;022200;FÓSFORO TOTAL;13;383,46
2008;F20025292;FAGOR EDERLAN;2000004901;ESKORIATZAKO ALUMINIO INJEKZIOA- POWER TRAIN;Eskoriatza;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;27,102
2008;F20025292;FAGOR EDERLAN;2000004901;ESKORIATZAKO ALUMINIO INJEKZIOA- POWER TRAIN;Eskoriatza;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0
2008;F20025292;FAGOR EDERLAN;2000004901;ESKORIATZAKO ALUMINIO INJEKZIOA- POWER TRAIN;Eskoriatza;Agua;020132;ZINC Y SUS COMPUESTOS;24;22,092
2008;F20025292;FAGOR EDERLAN;2000004902;URIBARRIKO BURDINA GALDATEGIA;Arrasate/Mondragón;Agua;020112;HIERRO;(null);68,88
2008;A58410176;SARRIOPAPEL Y CELULOSA;2000004709;SARRIO PAPEL -FACTORIA DE URANGA-;Berrobi;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;25821,61
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Agua;022100;NITRÓGENO TOTAL;12;224,843172
2008;B01333574;GUARDIAN LLODIO UNO;0100000200;GUARDIAN LLODIO UNO, S.L.;Laudio/Llodio;Agua;030700;DQO;(null);3078,26
2008;B01333574;GUARDIAN LLODIO UNO;0100000200;GUARDIAN LLODIO UNO, S.L.;Laudio/Llodio;Agua;020111;ESTAÑO;(null);91,046
2008;A01002716;OLAZABAL Y HUARTE;0100000205;OLAZABAL Y HUARTE;Vitoria-Gasteiz;Agua;021200;FENOLES;71;0,9744
2008;A01002716;OLAZABAL Y HUARTE;0100000205;OLAZABAL Y HUARTE;Vitoria-Gasteiz;Agua;011000;HIDROCARBUROS AROMÁTICOS POLÍCICLICOS (PAH);72;3,8976
2008;A01002716;OLAZABAL Y HUARTE;0100000205;OLAZABAL Y HUARTE;Vitoria-Gasteiz;Agua;021000;CIANUROS;82;0,019488
2008;B83727255;ALCOA TRANSFORMACION DE PRODUCTOS;4800005747;alcoa transformacion de productos  ( Amorebieta );Amorebieta-Etxano;Agua;020101;ALUMINIO;(null);0,33
2008;B83727255;ALCOA TRANSFORMACION DE PRODUCTOS;4800005747;alcoa transformacion de productos  ( Amorebieta );Amorebieta-Etxano;Agua;022400;ACEITES Y GRASAS;(null);7,98
2008;B83727255;ALCOA TRANSFORMACION DE PRODUCTOS;4800005747;alcoa transformacion de productos  ( Amorebieta );Amorebieta-Etxano;Agua;020800;HIDROCARBUROS DE ORIGEN PETROLIFERO NO PERSISTENTES;(null);0,2
2008;A48060057;CESPA CONTEN;4800005846;VERTEDERO LARRABETZU;Larrabetzu;Agua;010200;COMPUESTOS ORGANICOS DE FOSFORO;(null);148,67
2008;A48060057;CESPA CONTEN;4800005846;VERTEDERO LARRABETZU;Larrabetzu;Agua;020124;CALCIO;(null);8909,78
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Agua;021100;CLORUROS;79;331181,82
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Agua;021300;FLUORUROS;83;963,7
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Agua;011004;BENZO(a)PIRENO (COMO PAH);(null);0,0716
2008;B01218932;CELSA ATLANTIC;0100000240;LAMINACIONES ARREGUI, S.L.;Vitoria-Gasteiz;Agua;020109;COBRE;(null);1,64885
2008;B01218932;CELSA ATLANTIC;0100000240;LAMINACIONES ARREGUI, S.L.;Vitoria-Gasteiz;Agua;030700;DQO;(null);14996,0295
2008;B01218932;CELSA ATLANTIC;0100000240;LAMINACIONES ARREGUI, S.L.;Vitoria-Gasteiz;Agua;020114;MOLIBDENO;(null);1100,97522
2008;B01218932;CELSA ATLANTIC;0100000240;LAMINACIONES ARREGUI, S.L.;Vitoria-Gasteiz;Agua;021300;FLUORUROS;83;15,17274
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010120;HEPTACLORO;41;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;021500;SULFATOS;(null);5303072,44
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;021000;CIANUROS;82;85,69
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;021300;FLUORUROS;83;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;022100;NITRÓGENO TOTAL;12;101205,41
2008;A01001049;QUINTON HAZELL ESPAÑA;0100000224;QUINTON HAZELL ESPAÑA;Laudio/Llodio;Agua;031000;SOLIDOS EN SUSPENSION;(null);1451,86
2008;A01001049;QUINTON HAZELL ESPAÑA;0100000224;QUINTON HAZELL ESPAÑA;Laudio/Llodio;Agua;021500;SULFATOS;(null);290,61
2008;A01001049;QUINTON HAZELL ESPAÑA;0100000224;QUINTON HAZELL ESPAÑA;Laudio/Llodio;Agua;021600;SULFITOS;(null);80,8175
2008;A01001049;QUINTON HAZELL ESPAÑA;0100000224;QUINTON HAZELL ESPAÑA;Laudio/Llodio;Agua;020127;CROMO Y SUS COMPUESTOS;19;2,27
2008;A48032734;INDUSTRIAS GALYCAS;0100000311;INDUSTRIAS GALYCAS, S.A.;Vitoria-Gasteiz;Agua;020111;ESTAÑO;(null);0,1869
2008;A01394261;AIALA VIDRIO;0100000320;AIALA VIDRIO, S.A.;Laudio/Llodio;Agua;021100;CLORUROS;79;1,59444
2008;A01394261;AIALA VIDRIO;0100000320;AIALA VIDRIO, S.A.;Laudio/Llodio;Agua;030800;DBO5;(null);3720,36
2008;A01129303;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A.;0100000340;CEGASA;Vitoria-Gasteiz;Agua;031000;SOLIDOS EN SUSPENSION;(null);276,17035
2008;A20516233;SNA EUROPE INDUSTRIES IBERIA;0100000388;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE VITORIA-GASTEIZ);Vitoria-Gasteiz;Agua;010600;ACEITES Y GRASAS MINERALES PERSISTENTES;(null);53,45
2008;A01007764;FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA);0100000471;Fundiciones Inyectadas Alavesas S.A. (FIASA);Iruña Oka/Iruña de Oca;Agua;020101;ALUMINIO;(null);4,66
2008;B01418953;LITOGRAFIA ALAVESA, S.L.;0100000489;LITOGRAFIA ALAVESA - LITALSA;Oyón-Oion;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0
2008;B01418953;LITOGRAFIA ALAVESA, S.L.;0100000489;LITOGRAFIA ALAVESA - LITALSA;Oyón-Oion;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;0
2008;B01418953;LITOGRAFIA ALAVESA, S.L.;0100000489;LITOGRAFIA ALAVESA - LITALSA;Oyón-Oion;Agua;010300;COMPUESTOS ORGANICOS DE ESTAÑO;69;0
2008;B01418953;LITOGRAFIA ALAVESA, S.L.;0100000489;LITOGRAFIA ALAVESA - LITALSA;Oyón-Oion;Agua;022200;FÓSFORO TOTAL;13;0,5
2008;B01418953;LITOGRAFIA ALAVESA, S.L.;0100000489;LITOGRAFIA ALAVESA - LITALSA;Oyón-Oion;Agua;030700;DQO;(null);399,395
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;021802;NITRITOS;(null);171,38
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010104;TETRACLORURO DE CARBONO;(null);0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010118;ALACLORO;25;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;022600;AMIANTO;81;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010117;ATRAZINA;27;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010133;CLORURO DE VINILO;60;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;011201;DIURON;37;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010125;ENDOSULFAN;38;0
2008;B61373718;PEMCO ESMALTES;0100000288;PEMCO ESMALTES (ANTIGUO EN OLARIZU, S/N);Vitoria-Gasteiz;Agua;030700;DQO;(null);1018,52
2008;A48032734;INDUSTRIAS GALYCAS;0100000311;INDUSTRIAS GALYCAS, S.A.;Vitoria-Gasteiz;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;4,8266
2008;A48045900;DEGUISA;0100000543;DEGUISA, S.A;Amurrio;Agua;020128;COBRE Y SUS COMPUESTOS;20;0,011
2008;A48045900;DEGUISA;0100000543;DEGUISA, S.A;Amurrio;Agua;020103;ARSENICO;(null);0
2008;A48045900;DEGUISA;0100000543;DEGUISA, S.A;Amurrio;Agua;022100;NITRÓGENO TOTAL;12;0
2008;A01012210;INDUSTRIA AUXILIAR ALAVESA;0100000558;INDUSTRIA AUXILIAR ALAVESA S.A.;Amurrio;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;0,6417
2008;A01012210;INDUSTRIA AUXILIAR ALAVESA;0100000558;INDUSTRIA AUXILIAR ALAVESA S.A.;Amurrio;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0,003
2008;A01012210;INDUSTRIA AUXILIAR ALAVESA;0100000558;INDUSTRIA AUXILIAR ALAVESA S.A.;Amurrio;Agua;011003;FLUORANTENO;88;0
2008;A01012210;INDUSTRIA AUXILIAR ALAVESA;0100000558;INDUSTRIA AUXILIAR ALAVESA S.A.;Amurrio;Agua;020801;FTALATO DE BIS (2-ETILHEXILO) (DEHP);70;0,011
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;031000;SOLIDOS EN SUSPENSION;(null);145422
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;021500;SULFATOS;(null);7760853
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;021400;NITRATOS;(null);9535
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;010803;TOLUENO (COMO BTEX);73;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;010804;XILENO (COMO BTEX);78;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;022400;ACEITES Y GRASAS;(null);1816
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;021100;CLORUROS;79;20433
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;021200;FENOLES;71;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;020401;OCTILFENOLES;87;0
2008;B95543625;MUGAPE;4800002739;MUGAPE S.L;Mallabia;Agua;020127;CROMO Y SUS COMPUESTOS;19;2,256844
2008;B95543625;MUGAPE;4800002739;MUGAPE S.L;Mallabia;Agua;030700;DQO;(null);1571,17
2008;B48303705;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;4800002768;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;Barakaldo;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;2,62
2008;B48303705;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;4800002768;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;Barakaldo;Agua;011000;HIDROCARBUROS AROMÁTICOS POLÍCICLICOS (PAH);72;0
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Agua;022400;ACEITES Y GRASAS;(null);80539,75
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Agua;021500;SULFATOS;(null);2429,253
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Agua;020128;COBRE Y SUS COMPUESTOS;20;0
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Agua;011000;HIDROCARBUROS AROMÁTICOS POLÍCICLICOS (PAH);72;0
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Agua;020132;ZINC Y SUS COMPUESTOS;24;0
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Agua;020112;HIERRO;(null);6,18
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Agua;020103;ARSENICO;(null);1,6
2008;A48816193;SOGECAR;4800003016;SOGECAR, S.A.;Zamudio;Agua;020126;POTASIO;(null);0
2008;F48067607;MAIER;4800003077;MAIER, S.COOP.;Ajangiz;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;136,309
2008;F48067607;MAIER;4800003077;MAIER, S.COOP.;Ajangiz;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0,305
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Agua;030700;DQO;(null);14122,7937
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Agua;010300;COMPUESTOS ORGANICOS DE ESTAÑO;69;0
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Agua;022200;FÓSFORO TOTAL;13;26,66
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Agua;021801;AMONIACO;(null);231,054
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Agua;021400;NITRATOS;(null);14,22
2008;A01274067;HELADOS Y POSTRES;0100000554;HELADOS Y POSTRES, S.A.;Asparrena;Agua;031000;SOLIDOS EN SUSPENSION;(null);1090,09
