Contaminantes al AGUA de las e-DMAs E-PRTR ejercicio 2008 (Sumatorio cantidad másica por Contaminante);;;;;;;;;;
Ejercicio;NIF;Razón Social;NIMA;Denominación;Municipio;Tipo;Contaminante;Descripción;Cod PRTR;Cantidad masica KG/Año
2008;A48212567;GARBIKER A.B. (S.A.);4800007504;VERTEDERO DE R.U. DE GORDEXOLA;Gordexola;Agua;011202;ISOPROTURON;67;0
2008;A48212567;GARBIKER A.B. (S.A.);4800007504;VERTEDERO DE R.U. DE GORDEXOLA;Gordexola;Agua;020401;OCTILFENOLES;87;0
2008;A48212567;GARBIKER A.B. (S.A.);4800007504;VERTEDERO DE R.U. DE GORDEXOLA;Gordexola;Agua;010131;PCDD + PCDF;47;0
2008;A48212567;GARBIKER A.B. (S.A.);4800007504;VERTEDERO DE R.U. DE GORDEXOLA;Gordexola;Agua;010111;TRICLOROBENCENO;54;0
2008;A48480016;ASUA PRODUCTS;4800007570;ASUA PRODUCTS S.A.;Sondika;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0
2008;A48480016;ASUA PRODUCTS;4800007570;ASUA PRODUCTS S.A.;Sondika;Agua;030700;DQO;(null);3095
2008;A48480016;ASUA PRODUCTS;4800007570;ASUA PRODUCTS S.A.;Sondika;Agua;020113;MANGANESO;(null);0,40219
2008;A48179196;INDUSTRIA DE TURBO PROPULSORES;4800007478;INDUSTRIA DE TURBO PROPULSORES;Zamudio;Agua;020110;CROMO;(null);0,097
2008;A48034177;CELULOSAS MOLDEADAS;4800007321;CELULOSAS MOLDEADAS;Atxondo;Agua;011008;BENZO(g, h, i)PERILENO (COMO PAH);(null);0
2008;A48120836;FUNDICIONES SAN ELOY;4800007424;FUNDICIONES SAN ELOY;Elorrio;Agua;021000;CIANUROS;82;0,4414
2008;B84486711;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;4800007642;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;Sondika;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;4,9
2008;B84486711;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;4800007642;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;Sondika;Agua;022100;NITRÓGENO TOTAL;12;519,26
2008;B84486711;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;4800007642;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;Sondika;Agua;010804;XILENO (COMO BTEX);78;0,201
2008;B84486711;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;4800007642;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;Sondika;Agua;020115;NIQUEL;(null);0,103
2008;B01292903;SIDENOR INDUSTRIAL;4800007655;Sidenor Industrial (fabrica de basauri);Basauri;Agua;031000;SOLIDOS EN SUSPENSION;(null);479,28
2008;B01292903;SIDENOR INDUSTRIAL;4800007655;Sidenor Industrial (fabrica de basauri);Basauri;Agua;020127;CROMO Y SUS COMPUESTOS;19;0,495256
2008;B01292903;SIDENOR INDUSTRIAL;4800007655;Sidenor Industrial (fabrica de basauri);Basauri;Agua;020132;ZINC Y SUS COMPUESTOS;24;3,75436
2008;B01292903;SIDENOR INDUSTRIAL;4800007655;Sidenor Industrial (fabrica de basauri);Basauri;Agua;022400;ACEITES Y GRASAS;(null);63,1052
2008;B01292903;SIDENOR INDUSTRIAL;4800007655;Sidenor Industrial (fabrica de basauri);Basauri;Agua;030800;DBO5;(null);79,88
2008;A01030287;FUNDICIONES URBINA;0100000785;FUNDICIONES URBINA;Legutiano;Agua;031000;SOLIDOS EN SUSPENSION;(null);5295,0954
2008;A01030287;FUNDICIONES URBINA;0100000785;FUNDICIONES URBINA;Legutiano;Agua;020132;ZINC Y SUS COMPUESTOS;24;5,703596
2008;A01030287;FUNDICIONES URBINA;0100000785;FUNDICIONES URBINA;Legutiano;Agua;021300;FLUORUROS;83;12,0157
2008;A01030287;FUNDICIONES URBINA;0100000785;FUNDICIONES URBINA;Legutiano;Agua;021000;CIANUROS;82;0,081
2008;A01030287;FUNDICIONES URBINA;0100000785;FUNDICIONES URBINA;Legutiano;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;2240,2083
2008;B48954622;PASTGUREN;4800007760;PASTGUREN, S.L;Zalla;Agua;020112;HIERRO;(null);243
2008;B48954622;PASTGUREN;4800007760;PASTGUREN, S.L;Zalla;Agua;020111;ESTAÑO;(null);0
2008;B48954622;PASTGUREN;4800007760;PASTGUREN, S.L;Zalla;Agua;020118;SELENIO;(null);0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000607;TTI. AMURRIO, S.A.;Amurrio;Agua;020400;DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL;(null);1,636
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000607;TTI. AMURRIO, S.A.;Amurrio;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000607;TTI. AMURRIO, S.A.;Amurrio;Agua;021300;FLUORUROS;83;0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000607;TTI. AMURRIO, S.A.;Amurrio;Agua;020801;FTALATO DE BIS (2-ETILHEXILO) (DEHP);70;0
2008;A01021708;GALVANIZADOS VITORIA;0100000663;GALVANIZADOS VITORIA S.A.;Vitoria-Gasteiz;Agua;020112;HIERRO;(null);0,045348
2008;A58410176;SARRIOPAPEL Y CELULOSA;4800007625;SARRIOPAPEL Y CELULOSA S.A.;Amorebieta-Etxano;Agua;011000;HIDROCARBUROS AROMÁTICOS POLÍCICLICOS (PAH);72;0
2008;A78876331;MAXAM EUROPE;4800007640;MAXAM EUROPE, S.A.;Galdakao;Agua;022100;NITRÓGENO TOTAL;12;1306,98
2008;A78876331;MAXAM EUROPE;4800007640;MAXAM EUROPE, S.A.;Galdakao;Agua;021801;AMONIACO;(null);2501,59
2008;A78876331;MAXAM EUROPE;4800007640;MAXAM EUROPE, S.A.;Galdakao;Agua;031000;SOLIDOS EN SUSPENSION;(null);10278,37
2008;A78876331;MAXAM EUROPE;4800007640;MAXAM EUROPE, S.A.;Galdakao;Agua;021000;CIANUROS;82;0,43
2008;A01001940;PIROTECNIA LECEA;0100001356;PIROTECNIA LECEA S.A.;Barrundia;Agua;010114;DICLOROMETANO (DCM);35;0
2008;A01001940;PIROTECNIA LECEA;0100001356;PIROTECNIA LECEA S.A.;Barrundia;Agua;021300;FLUORUROS;83;0
2008;A01001940;PIROTECNIA LECEA;0100001356;PIROTECNIA LECEA S.A.;Barrundia;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0
2008;A01001940;PIROTECNIA LECEA;0100001356;PIROTECNIA LECEA S.A.;Barrundia;Agua;010803;TOLUENO (COMO BTEX);73;0
2008;A01001940;PIROTECNIA LECEA;0100001356;PIROTECNIA LECEA S.A.;Barrundia;Agua;020132;ZINC Y SUS COMPUESTOS;24;0
2008;A20026753;MOMENTIVE SPECIALTY CHEMICALS IBERICA;0100002482;MOMENTIVE SPECIALTY CHEMICALS IBERICA LANTARON;Lantarón;Agua;021000;CIANUROS;82;0
2008;A20026753;MOMENTIVE SPECIALTY CHEMICALS IBERICA;0100002482;MOMENTIVE SPECIALTY CHEMICALS IBERICA LANTARON;Lantarón;Agua;021200;FENOLES;71;0
2008;A20026753;MOMENTIVE SPECIALTY CHEMICALS IBERICA;0100002482;MOMENTIVE SPECIALTY CHEMICALS IBERICA LANTARON;Lantarón;Agua;010600;ACEITES Y GRASAS MINERALES PERSISTENTES;(null);0
2008;A20026753;MOMENTIVE SPECIALTY CHEMICALS IBERICA;0100002482;MOMENTIVE SPECIALTY CHEMICALS IBERICA LANTARON;Lantarón;Agua;030700;DQO;(null);263
2008;A20026753;MOMENTIVE SPECIALTY CHEMICALS IBERICA;0100002482;MOMENTIVE SPECIALTY CHEMICALS IBERICA LANTARON;Lantarón;Agua;031000;SOLIDOS EN SUSPENSION;(null);155
2008;B01002971;COMPAÑIA DE BEBIDAS PEPSICO;0100002258;COMPAÑIA DE BEBIDAS PEPSICO S.L.;Zigoitia;Agua;020131;PLOMO Y SUS COMPUESTOS;23;2,66
2008;B01002971;COMPAÑIA DE BEBIDAS PEPSICO;0100002258;COMPAÑIA DE BEBIDAS PEPSICO S.L.;Zigoitia;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0
2008;B01002971;COMPAÑIA DE BEBIDAS PEPSICO;0100002258;COMPAÑIA DE BEBIDAS PEPSICO S.L.;Zigoitia;Agua;021100;CLORUROS;79;163058,7
2008;B01002971;COMPAÑIA DE BEBIDAS PEPSICO;0100002258;COMPAÑIA DE BEBIDAS PEPSICO S.L.;Zigoitia;Agua;020134;CROMO III;(null);0
2008;B01002971;COMPAÑIA DE BEBIDAS PEPSICO;0100002258;COMPAÑIA DE BEBIDAS PEPSICO S.L.;Zigoitia;Agua;011008;BENZO(g, h, i)PERILENO (COMO PAH);(null);0
2008;B01002971;COMPAÑIA DE BEBIDAS PEPSICO;0100002258;COMPAÑIA DE BEBIDAS PEPSICO S.L.;Zigoitia;Agua;022100;NITRÓGENO TOTAL;12;1383,82
2008;B01225325;ECN CABLE GROUP;0100002259;ECN CABLE GROUP;Vitoria-Gasteiz;Agua;031000;SOLIDOS EN SUSPENSION;(null);6,05362
2008;B01225325;ECN CABLE GROUP;0100002259;ECN CABLE GROUP;Vitoria-Gasteiz;Agua;021801;AMONIACO;(null);1,602424
2008;B01463694;TUBOS REUNIDOS INDUSTRIAL S.L.U.;0100002267;TUBOS REUNIDOS INDUSTRIAL S.L.U.;Amurrio;Agua;030700;DQO;(null);2963,56
2008;A01008309;INDUSTRIAS DIMO;0100002284;INDUSTRIAS DIMO, S.A.;Vitoria-Gasteiz;Agua;020127;CROMO Y SUS COMPUESTOS;19;0
2008;A01008309;INDUSTRIAS DIMO;0100002284;INDUSTRIAS DIMO, S.A.;Vitoria-Gasteiz;Agua;022100;NITRÓGENO TOTAL;12;379,87488
2008;A01008309;INDUSTRIAS DIMO;0100002285;INDUSTRIAS DIMO (ZINCADO);Vitoria-Gasteiz;Agua;021500;SULFATOS;(null);2226,4968
2008;A01008309;INDUSTRIAS DIMO;0100002285;INDUSTRIAS DIMO (ZINCADO);Vitoria-Gasteiz;Agua;020118;SELENIO;(null);6,171
2008;A01008309;INDUSTRIAS DIMO;0100002285;INDUSTRIAS DIMO (ZINCADO);Vitoria-Gasteiz;Agua;020114;MOLIBDENO;(null);2,22156
2008;A01008309;INDUSTRIAS DIMO;0100002285;INDUSTRIAS DIMO (ZINCADO);Vitoria-Gasteiz;Agua;010300;COMPUESTOS ORGANICOS DE ESTAÑO;69;0
2008;A01012830;KIME, S.A.;0100002318;KIME;Amurrio;Agua;030700;DQO;(null);464,48
2008;A20003570;MICHELIN ESPAÑA PORTUGAL;0100002478;MICHELIN ESPAÑA PORTUGAL-FABRICA DE VITORIA;Vitoria-Gasteiz;Agua;031000;SOLIDOS EN SUSPENSION;(null);113511
2008;A01258458;RAMONDIN CAPSULAS;0100001348;RAMONDIN CÁPSULAS, S.A.;Laguardia;Agua;031000;SOLIDOS EN SUSPENSION;(null);0
2008;A01258458;RAMONDIN CAPSULAS;0100001348;RAMONDIN CÁPSULAS, S.A.;Laguardia;Agua;030800;DBO5;(null);0
2008;A79380465;MERCEDES-BENZ ESPAÑA;0100002539;MERCEDES-BENZ ESPAÑA, S.A.;Vitoria-Gasteiz;Agua;030700;DQO;(null);42781,8
2008;B01197052;RECUBRIMIENTOS GASTEIZ;0100002640;RECUBRIMIENTOS GASTEIZ, 1;Vitoria-Gasteiz;Agua;020127;CROMO Y SUS COMPUESTOS;19;0,042
2008;B01197052;RECUBRIMIENTOS GASTEIZ;0100002641;RECUBRIMIENTOS GASTEIZ, 2;Vitoria-Gasteiz;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0
2008;B01197052;RECUBRIMIENTOS GASTEIZ;0100002641;RECUBRIMIENTOS GASTEIZ, 2;Vitoria-Gasteiz;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;1,41
2008;B01197052;RECUBRIMIENTOS GASTEIZ;0100002641;RECUBRIMIENTOS GASTEIZ, 2;Vitoria-Gasteiz;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0,02
2008;B01197052;RECUBRIMIENTOS GASTEIZ;0100002641;RECUBRIMIENTOS GASTEIZ, 2;Vitoria-Gasteiz;Agua;030700;DQO;(null);430
2008;B01197052;RECUBRIMIENTOS GASTEIZ;0100002641;RECUBRIMIENTOS GASTEIZ, 2;Vitoria-Gasteiz;Agua;031000;SOLIDOS EN SUSPENSION;(null);70,24
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;030700;DQO;(null);58187,5
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;020108;COBALTO;(null);0
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;030800;DBO5;(null);18750
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;021400;NITRATOS;(null);0
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;010120;HEPTACLORO;41;0
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;011000;HIDROCARBUROS AROMÁTICOS POLÍCICLICOS (PAH);72;0
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;020400;DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL;(null);10,37
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;011003;FLUORANTENO;88;0
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;011005;BENZO(b)FLUORANTENO (COMO PAH);(null);0
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;021200;FENOLES;71;0
2008;A01352368;NOVACERO;0100006172;NOVACERO SAL;Vitoria-Gasteiz;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0,00049
2008;A01352368;NOVACERO;0100006172;NOVACERO SAL;Vitoria-Gasteiz;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;5222,517
2008;A01352368;NOVACERO;0100006172;NOVACERO SAL;Vitoria-Gasteiz;Agua;022200;FÓSFORO TOTAL;13;2,38
2008;A01352368;NOVACERO;0100006172;NOVACERO SAL;Vitoria-Gasteiz;Agua;020132;ZINC Y SUS COMPUESTOS;24;44,168
2008;A01061373;AMURRIO FERROCARRIL Y EQUIPOS;0100006390;AMURRIO FERROCARRIL Y EQUIPOS S.A.;Amurrio;Agua;022100;NITRÓGENO TOTAL;12;0,125
2008;A01061373;AMURRIO FERROCARRIL Y EQUIPOS;0100006390;AMURRIO FERROCARRIL Y EQUIPOS S.A.;Amurrio;Agua;022200;FÓSFORO TOTAL;13;0,07
2008;A01061373;AMURRIO FERROCARRIL Y EQUIPOS;0100006390;AMURRIO FERROCARRIL Y EQUIPOS S.A.;Amurrio;Agua;010114;DICLOROMETANO (DCM);35;0,025
2008;A01061373;AMURRIO FERROCARRIL Y EQUIPOS;0100006390;AMURRIO FERROCARRIL Y EQUIPOS S.A.;Amurrio;Agua;010800;BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS);(null);0,025
2008;A01061373;AMURRIO FERROCARRIL Y EQUIPOS;0100006390;AMURRIO FERROCARRIL Y EQUIPOS S.A.;Amurrio;Agua;021300;FLUORUROS;83;5,01
2008;A79380465;MERCEDES-BENZ ESPAÑA;0100002539;MERCEDES-BENZ ESPAÑA, S.A.;Vitoria-Gasteiz;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;169,96
2008;A79380465;MERCEDES-BENZ ESPAÑA;0100002539;MERCEDES-BENZ ESPAÑA, S.A.;Vitoria-Gasteiz;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;28,6
2008;A79380465;MERCEDES-BENZ ESPAÑA;0100002539;MERCEDES-BENZ ESPAÑA, S.A.;Vitoria-Gasteiz;Agua;020113;MANGANESO;(null);18,2
2008;A01169523;DEKITRA;0100002521;DEKITRA;Lantarón;Agua;010804;XILENO (COMO BTEX);78;0
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;010802;ETILBENCENO (COMO BTEX);65;16,32
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;010201;CLORPIRIFOS;32;1,63
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;011007;INDENO(1, 2, 3-cd)PIRENO (COMO PAH);(null);1,63
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;816,25
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;010500;CADMIO Y SUS COMPUESTOS;18;163,25
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;010114;DICLOROMETANO (DCM);35;195899,02
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;010103;PENTACLOROFENOL;49;8162,46
2008;B48483465;ELMET;4800002865;ELMET;Berango;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0,224
2008;B48483465;ELMET;4800002865;ELMET;Berango;Agua;031000;SOLIDOS EN SUSPENSION;(null);4,18
2008;B48483465;ELMET;4800002865;ELMET;Berango;Agua;020118;SELENIO;(null);0,0086
2008;A58527060;NERVACERO;4800007628;NERVACERO;Valle de Trápaga-Trapagaran;Agua;021100;CLORUROS;79;31570,56
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;4800007093;CEMENTOS REZOLA ARRIGORRIAGA;Arrigorriaga;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0,16667
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Agua;021200;FENOLES;71;0,7059
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;0
2008;A20012563;MUNKSJÖ PAPER;2000007374;MUNSKJÖ PAPER, S.A.;Berastegi;Agua;020127;CROMO Y SUS COMPUESTOS;19;0
2008;A20012563;MUNKSJÖ PAPER;2000007374;MUNSKJÖ PAPER, S.A.;Berastegi;Agua;021802;NITRITOS;(null);0
2008;A20012563;MUNKSJÖ PAPER;2000007374;MUNSKJÖ PAPER, S.A.;Berastegi;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;7677
2008;A01038025;ELECTROCROMO;0100008824;ELECTROCROMO;Vitoria-Gasteiz;Agua;020127;CROMO Y SUS COMPUESTOS;19;2,25
2008;A01038025;ELECTROCROMO;0100008824;ELECTROCROMO;Vitoria-Gasteiz;Agua;021100;CLORUROS;79;9678,89
2008;A01038025;ELECTROCROMO;0100008824;ELECTROCROMO;Vitoria-Gasteiz;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;483,94
2008;B01254689;NUBIOLA PIGMENTOS;0100000234;NUBIOLA PIGMENTOS, S.L.;Laudio/Llodio;Agua;021100;CLORUROS;79;138910,5
2008;A48032072;BARNA;4800021585;BARNA;Mundaka;Agua;021400;NITRATOS;(null);0
2008;A01000249;LASCARAY;0100000202;LASCARAY;Vitoria-Gasteiz;Agua;020112;HIERRO;(null);11,9
2008;A20426409;LAMINADOS DE ARETXABALETA;2000000092;LAMINADOS DE ARETXABALETA, S.A.;Aretxabaleta;Agua;010401;MERCURIO;(null);0
2008;A20426409;LAMINADOS DE ARETXABALETA;2000000092;LAMINADOS DE ARETXABALETA, S.A.;Aretxabaleta;Agua;010300;COMPUESTOS ORGANICOS DE ESTAÑO;69;0
2008;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;Agua;020112;HIERRO;(null);13,51
2008;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;Agua;021100;CLORUROS;79;10,29
2008;B62575873;ZEOLITAS DE ALAVA;0100011549;ZEOLITAS DE ALAVA, S.L.;Lantarón;Agua;030700;DQO;(null);610,376
2008;B01123595;AVICOLA ARBARAITZ;0100001582;AVICOLA ARBARAITZ S.L.;Asparrena;Agua;022100;NITRÓGENO TOTAL;12;1,31
2008;A48565469;PAPRESA;2000000109;PAPRESA;Errenteria;Agua;022400;ACEITES Y GRASAS;(null);15166,44
2008;A48565469;PAPRESA;2000000109;PAPRESA;Errenteria;Agua;021500;SULFATOS;(null);3249409
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Agua;031000;SOLIDOS EN SUSPENSION;(null);123548,986
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Agua;010121;LINDANO;45;0
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Agua;010103;PENTACLOROFENOL;49;0
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Agua;020101;ALUMINIO;(null);1038,424122
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Agua;011000;HIDROCARBUROS AROMÁTICOS POLÍCICLICOS (PAH);72;0
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Agua;010300;COMPUESTOS ORGANICOS DE ESTAÑO;69;0,84
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0,14
2008;A20394029;ALGODONERA DE SAN ANTONIO INDUSTRIAL;2000000152;Algodonera de San Antonio Industrial;Bergara;Agua;021100;CLORUROS;79;153156,54
2008;A20394029;ALGODONERA DE SAN ANTONIO INDUSTRIAL;2000000152;Algodonera de San Antonio Industrial;Bergara;Agua;022200;FÓSFORO TOTAL;13;992,7324
2008;A20394029;ALGODONERA DE SAN ANTONIO INDUSTRIAL;2000000152;Algodonera de San Antonio Industrial;Bergara;Agua;022100;NITRÓGENO TOTAL;12;2123,34
2008;A20394029;ALGODONERA DE SAN ANTONIO INDUSTRIAL;2000000152;Algodonera de San Antonio Industrial;Bergara;Agua;021700;SULFUROS;(null);13,7879
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Agua;011008;BENZO(g, h, i)PERILENO (COMO PAH);(null);0
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;0
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Agua;021300;FLUORUROS;83;0
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Agua;010109;TRICLOROETILENO;57;0
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Agua;020128;COBRE Y SUS COMPUESTOS;20;0,036232
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Agua;020132;ZINC Y SUS COMPUESTOS;24;2,161
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Agua;011000;HIDROCARBUROS AROMÁTICOS POLÍCICLICOS (PAH);72;0,001971
2008;A48060057;CESPA CONTEN;4800001223;VERTEDERO DE ZALLA;Zalla;Agua;021400;NITRATOS;(null);174,65
2008;A48060057;CESPA CONTEN;4800001223;VERTEDERO DE ZALLA;Zalla;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;2,22
2008;A48060057;CESPA CONTEN;4800001223;VERTEDERO DE ZALLA;Zalla;Agua;020113;MANGANESO;(null);11,83
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010127;PCB;50;0,002862
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010126;ISODRIN;89;0,00057246
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;020131;PLOMO Y SUS COMPUESTOS;23;1,14493
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010113;DIELDRINA ( HEOD ) Y SUS DERIVADOS;36;0
2008;A20789947;FUNDICIONES WIND ENERGY CASTINH;2000018262;FUNDICIONES WIND ENERGY CASTINH (WEC I de Deba);Deba;Agua;020132;ZINC Y SUS COMPUESTOS;24;0
2008;F20025292;FAGOR EDERLAN;2000019815;MARKULETEKO BURDINA GALDATEGIA;Arrasate/Mondragón;Agua;030700;DQO;(null);1251,648
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;020128;COBRE Y SUS COMPUESTOS;20;0,0924
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;022100;NITRÓGENO TOTAL;12;117,15
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;010802;ETILBENCENO (COMO BTEX);65;0,0138
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Agua;020128;COBRE Y SUS COMPUESTOS;20;0
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Agua;020112;HIERRO;(null);0,90202
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Agua;031000;SOLIDOS EN SUSPENSION;(null);137,956
