Contaminantes al AIRE de las e-DMAs E-PRTR ejercicio 2008 (Sumatorio cantidad por Contaminante);;;;;;;;;;
Ejercicio;NIF;Razón Social;NIMA;Denominación;Municipio;Tipo;Contaminante;Descripción;Cod PRTR;Cantidad KG/Año
2008;A01129303;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A.;0100000340;CEGASA;Vitoria-Gasteiz;Aire;030401;OXIDOS DE AZUFRE;11;377
2008;A20516233;SNA EUROPE INDUSTRIES IBERIA;0100000388;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE VITORIA-GASTEIZ);Vitoria-Gasteiz;Aire;030403;MONOXIDO DE CARBONO;2;80,8588
2008;A20516233;SNA EUROPE INDUSTRIES IBERIA;0100000388;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE VITORIA-GASTEIZ);Vitoria-Gasteiz;Aire;030404;DIOXIDO DE CARBONO;3;390558,2
2008;A20516233;SNA EUROPE INDUSTRIES IBERIA;0100000388;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE VITORIA-GASTEIZ);Vitoria-Gasteiz;Aire;070105;METANO;1;9,8
2008;A01156942;CONDESA FABRIL, S.A.;0100000394;CONDESA FABRIL, S.A.;Legutiano;Aire;030402;OXIDOS DE NITROGENO;8;1775,67
2008;A01006055;GALVANIZADOS ALAVESES CABA;0100000407;GALVANIZADOS ALAVESES CABA, S.A.;Vitoria-Gasteiz;Aire;030207;AMONIACO;6;4,76
2008;A01006055;GALVANIZADOS ALAVESES CABA;0100000407;GALVANIZADOS ALAVESES CABA, S.A.;Vitoria-Gasteiz;Aire;030403;MONOXIDO DE CARBONO;2;179,53
2008;A01006568;OFITA INTERIORES S.A.;0100000418;OFITA INTERIORES S.A.;Vitoria-Gasteiz;Aire;040143;COMPUESTOS ORGANICOS VOLATILES;(null);4549,1
2008;A01006568;OFITA INTERIORES S.A.;0100000418;OFITA INTERIORES S.A.;Vitoria-Gasteiz;Aire;030404;DIOXIDO DE CARBONO;3;636965,21
2008;A01007764;FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA);0100000471;Fundiciones Inyectadas Alavesas S.A. (FIASA);Iruña Oka/Iruña de Oca;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;1289,7
2008;A01007764;FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA);0100000471;Fundiciones Inyectadas Alavesas S.A. (FIASA);Iruña Oka/Iruña de Oca;Aire;070105;METANO;1;55,6
2008;A01007764;FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA);0100000471;Fundiciones Inyectadas Alavesas S.A. (FIASA);Iruña Oka/Iruña de Oca;Aire;080000;PARTÍCULAS SÓLIDAS;(null);3853
2008;B01418953;LITOGRAFIA ALAVESA, S.L.;0100000489;LITOGRAFIA ALAVESA - LITALSA;Oyón-Oion;Aire;030403;MONOXIDO DE CARBONO;2;567,7
2008;B01418953;LITOGRAFIA ALAVESA, S.L.;0100000489;LITOGRAFIA ALAVESA - LITALSA;Oyón-Oion;Aire;070102;OXIDO NITROSO (N2O);5;56,8
2008;A01141886;CASTINOX;0100000515;CASTINOX S.A;Amurrio;Aire;080000;PARTÍCULAS SÓLIDAS;(null);734,39
2008;B61373718;PEMCO ESMALTES;0100000288;PEMCO ESMALTES (ANTIGUO EN OLARIZU, S/N);Vitoria-Gasteiz;Aire;030208;FLUOR Y COMPUESTOS INORGÁNICOS (HF);84;2772
2008;A01012210;INDUSTRIA AUXILIAR ALAVESA;0100000558;INDUSTRIA AUXILIAR ALAVESA S.A.;Amurrio;Aire;030403;MONOXIDO DE CARBONO;2;327,2
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;050302;BENCENO;62;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;020312;ZINC Y SUS COMPUESTOS;24;0
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;Aire;020307;MANGANESO Y SUS COMPUESTOS;(null);1031,847
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;Aire;050106;HIDROCARBUROS AROMÁTICOS POLICÍCLICOS (PAH);72;5,6663
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;Aire;020306;COBRE Y SUS COMPUESTOS;20;145,562
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;Aire;030404;DIOXIDO DE CARBONO;3;243294960
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Aire;040159;PENTACLOROBENCENO;48;0
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;1717,9
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Aire;070102;OXIDO NITROSO (N2O);5;63,8
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Aire;070103;HFCs (HIDROFLUORCARBONADOS);4;0
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Aire;020201;ARSENICO Y SUS COMPUESTOS;17;3
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;45,6
2008;A48816193;SOGECAR;4800003016;SOGECAR, S.A.;Zamudio;Aire;030404;DIOXIDO DE CARBONO;3;13
2008;F48565261;FURESA;4800003220;FURESA S. COOP;Iurreta;Aire;030203;ACIDO CIANHIDRICO;85;457
2008;F48565261;FURESA;4800003220;FURESA S. COOP;Iurreta;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;75646
2008;F48565261;FURESA;4800003220;FURESA S. COOP;Iurreta;Aire;050106;HIDROCARBUROS AROMÁTICOS POLICÍCLICOS (PAH);72;12,24
2008;F48565261;FURESA;4800003220;FURESA S. COOP;Iurreta;Aire;030207;AMONIACO;6;215
2008;A48153654;PRODUCTOS DE FUNDICION;4800003356;PRODUCTOS DE FUNDICION;Barakaldo;Aire;030207;AMONIACO;6;603,57
2008;A20094769;AVICOLA GORROTXATEGI;2000003014;AVICOLA GORROTXATEGI S.A.;Idiazabal;Aire;070102;OXIDO NITROSO (N2O);5;1328,94
2008;A48153654;PRODUCTOS DE FUNDICION;4800003356;PRODUCTOS DE FUNDICION;Barakaldo;Aire;020303;CROMO Y SUS COMPUESTOS;19;19,2
2008;B20435301;ARCELORMITTAL GIPUZKOA;2000001725;ARCELORMITTAL  ZUMARRAGA, S.A;Zumarraga;Aire;020201;ARSENICO Y SUS COMPUESTOS;17;0,88
2008;B20435301;ARCELORMITTAL GIPUZKOA;2000001725;ARCELORMITTAL  ZUMARRAGA, S.A;Zumarraga;Aire;070105;METANO;1;307,9
2008;B20814398;CALERA DE ALZO;2000001885;CALERA DE ALZO-MONDRAGON;Arrasate/Mondragón;Aire;030403;MONOXIDO DE CARBONO;2;12974394
2008;A20016382;GKN DRIVELINE ZUMAIA;2000001895;GKN DRIVELINE LEGAZPI S.A.;Legazpi;Aire;010000;PARTICULAS SOLIDAS INERTES;(null);2064,5
2008;A48299515;FUNDICION EN CASCARA;2000001968;FUNDICIÓN EN CÁSCARA;Ezkio-Itsaso;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0,00073
2008;A48299515;FUNDICION EN CASCARA;2000001968;FUNDICIÓN EN CÁSCARA;Ezkio-Itsaso;Aire;070105;METANO;1;6,2
2008;A48969935;TREFILADOS DE URBINA;0100001855;TREFILADOS DE URBINA,S.A;Legutiano;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;148,75
2008;B01388826;ENERGYWORKS VIT-VALL;0100002152;EnergyWorks Vitoria;Vitoria-Gasteiz;Aire;030401;OXIDOS DE AZUFRE;11;33729
2008;B20529814;CROMADOS AZKOITIA;2000002289;CROMADOS AZKOITIA S.L.;Azkoitia;Aire;030402;OXIDOS DE NITROGENO;8;125,36
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Aire;030403;MONOXIDO DE CARBONO;2;11051,79
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Aire;050107;PCDD + PCDF (DIOXINAS + FURANOS);47;0
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Aire;040139;TRICLOROMETANO (CLOROFORMO);58;0
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;5799,93
2008;F48023766;SDAD. COOP IND FUND MEALICAS SAN VICENTE;4800001675;S. COOP. IND. FUNDICIONES METÁLICAS SAN VICENTE;Abadiño;Aire;030402;OXIDOS DE NITROGENO;8;1980
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;Aire;020303;CROMO Y SUS COMPUESTOS;19;2,0947
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;Aire;070103;HFCs (HIDROFLUORCARBONADOS);4;0
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;Aire;030208;FLUOR Y COMPUESTOS INORGÁNICOS (HF);84;0
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;Aire;030403;MONOXIDO DE CARBONO;2;4536,33
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;Aire;030204;FLUORURO Y SUS VAPORES O COMPUESTOS GASEOSOS INDICADOS COMO HF;(null);0
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;Aire;070102;OXIDO NITROSO (N2O);5;61,1
2008;A48204796;FUNDICION NODULAR FLESIC;4800001754;FUNDICION NODULAR FLESIC, S.A.;Iurreta;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;271,5109
2008;A48204796;FUNDICION NODULAR FLESIC;4800001754;FUNDICION NODULAR FLESIC, S.A.;Iurreta;Aire;070105;METANO;1;2,1
2008;A48204796;FUNDICION NODULAR FLESIC;4800001754;FUNDICION NODULAR FLESIC, S.A.;Iurreta;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;0,1097
2008;A48204796;FUNDICION NODULAR FLESIC;4800001754;FUNDICION NODULAR FLESIC, S.A.;Iurreta;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0,0667
2008;A48204796;FUNDICION NODULAR FLESIC;4800001754;FUNDICION NODULAR FLESIC, S.A.;Iurreta;Aire;050101;ASBESTOS (CRISOTILO, TREMOLITA,....) COMO POLVO FINO;81;0,00307
2008;A48035109;INDUSTRIA DE MADERAS AGLOMERADAS;4800001786;INAMA;Muxika;Aire;030403;MONOXIDO DE CARBONO;2;194977
2008;A20019758;INYECTAMETAL;4800001819;INYECTAMETAL;Abadiño;Aire;030404;DIOXIDO DE CARBONO;3;4556080,1
2008;A48053243;PETROLEOS DEL NORTE;4800001916;PETRONOR;Muskiz;Aire;020101;CADMIO Y SUS COMPUESTOS;18;97
2008;A48226047;AL-KO RECORD;4800002054;AL-KO RECORD, S.A.;Abadiño;Aire;030402;OXIDOS DE NITROGENO;8;455,66218
2008;A48226047;AL-KO RECORD;4800002054;AL-KO RECORD, S.A.;Abadiño;Aire;030404;DIOXIDO DE CARBONO;3;411565,84
2008;A48226047;AL-KO RECORD;4800002054;AL-KO RECORD, S.A.;Abadiño;Aire;070105;METANO;1;10,289146
2008;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;Aire;030403;MONOXIDO DE CARBONO;2;8012
2008;A48765937;FUNDICIONES FUMBARRI-DURANGO;4800001634;FUNDICIONES FUMBARRI;Durango;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;2382
2008;A48765937;FUNDICIONES FUMBARRI-DURANGO;4800001634;FUNDICIONES FUMBARRI;Durango;Aire;030402;OXIDOS DE NITROGENO;8;3001,5
2008;A48765937;FUNDICIONES FUMBARRI-DURANGO;4800001634;FUNDICIONES FUMBARRI;Durango;Aire;070105;METANO;1;67,8
2008;A50005784;TENNECO AUTOMOTIVE IBERICA;4800001661;TENNECO AUTOMOTIVE IBERICA;Ermua;Aire;070105;METANO;1;30,43
2008;A48171102;BEFESA ZINC ASER;4800002385;BEFESA ZINC ASER, S.A.;Erandio;Aire;020201;ARSENICO Y SUS COMPUESTOS;17;0
2008;A48171102;BEFESA ZINC ASER;4800002385;BEFESA ZINC ASER, S.A.;Erandio;Aire;020307;MANGANESO Y SUS COMPUESTOS;(null);2,09
2008;A48171102;BEFESA ZINC ASER;4800002385;BEFESA ZINC ASER, S.A.;Erandio;Aire;030404;DIOXIDO DE CARBONO;3;72003181,79
2008;A48192108;TRADEBE;4800002517;TRADEBE;Muskiz;Aire;040214;ETILBENCENO;(null);2,09
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0,09
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;Aire;030403;MONOXIDO DE CARBONO;2;215,33
2008;A48212567;GARBIKER A.B. (S.A.);4800014900;VERTEDERO DE R.U. DE JATA;Lemoiz;Aire;030401;OXIDOS DE AZUFRE;11;0
2008;A48212567;GARBIKER A.B. (S.A.);4800014900;VERTEDERO DE R.U. DE JATA;Lemoiz;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;0
2008;A48020580;ZF SACHS ESPAÑA;4800009043;ZF SACHS ESPAÑA;Lezama;Aire;050207;NIQUEL (EN FORMA DE POLVOS RESPIRABLES/AEROSOLES DE NIQUEL METAL, SULFURO DE NIQUEL, MENAS PIRITOFERROSAS, OXIDO DE NIQUEL Y CARBONATO DE NIQUEL,TETRACARBONILO DE NIQUEL), INDICADOS COMO Ni;(null);0,18
2008;A95075586;IBERDROLA GENERACION, S.A.U.;4800011346;CENTRAL TÉRMICA DE SANTURCE;Santurtzi;Aire;020303;CROMO Y SUS COMPUESTOS;19;23,58
2008;B48943708;DIC COATINGS;4800011770;DIC COATINGS;Abanto y Ciérvana-Abanto Zierbena;Aire;030403;MONOXIDO DE CARBONO;2;39,3
2008;A48529358;PRODUCTOS TUBULARES;4800012172;PRODUCTOS TUBULARES - CENTRO DE ACERÍA;Sestao;Aire;030208;FLUOR Y COMPUESTOS INORGÁNICOS (HF);84;173,7
2008;A48529358;PRODUCTOS TUBULARES;4800012172;PRODUCTOS TUBULARES - CENTRO DE ACERÍA;Sestao;Aire;020302;PLOMO Y SUS COMPUESTOS;23;411,91
2008;B48032049;FUNDICIONES SAN ANTONIO DE URKIOLA;4800014879;FUNDICIONES SAN ANTONIO DE URKIOLA;Durango;Aire;070105;METANO;1;4,23
2008;B95047338;FUNDICIONES PALACIO;4800014880;FUNDICIONES PALACIO;Basauri;Aire;020306;COBRE Y SUS COMPUESTOS;20;0
2008;B95047338;FUNDICIONES PALACIO;4800014880;FUNDICIONES PALACIO;Basauri;Aire;080000;PARTÍCULAS SÓLIDAS;(null);137,084
2008;A48192108;TRADEBE;4800002517;TRADEBE;Muskiz;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;166,65
2008;A48192108;TRADEBE;4800002517;TRADEBE;Muskiz;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;35,89
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;11632,12
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Aire;050308;CLORURO DE VINILO;60;0
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Aire;040309;DICLOROMETANO (DICLORURO DE METILENO) DCM;35;0
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Aire;050106;HIDROCARBUROS AROMÁTICOS POLICÍCLICOS (PAH);72;0
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Aire;070103;HFCs (HIDROFLUORCARBONADOS);4;0
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Aire;040228;TETRACLOROETILENO (PERCLOROETILENO);52;0
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Aire;040233;TRICLOROETILENO (TRI);57;0
2008;A48159149;INDUMETAL RECYCLING, S.A.;4800002383;INDUMETAL RECYCLING, S.A;Erandio;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;835
2008;A48159149;INDUMETAL RECYCLING, S.A.;4800002383;INDUMETAL RECYCLING, S.A;Erandio;Aire;020312;ZINC Y SUS COMPUESTOS;24;0,0341
2008;B48929566;VIRTISU, S.L.;4800017932;VIRTISÚ, S.L.;Zalla;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;661,3
2008;B48801955;MAXAM U.E.B.;4800019117;MAXAM U.E.B., S.L.;Galdakao;Aire;080000;PARTÍCULAS SÓLIDAS;(null);37
2008;P4802400D;BILBOKO UDALA - AYUNTAMIENTO DE BILBAO;4800025239;VERTEDERO CONTROLADO DE ARTIGAS;Bilbao;Aire;030402;OXIDOS DE NITROGENO;8;10030
2008;P4802400D;BILBOKO UDALA - AYUNTAMIENTO DE BILBAO;4800025239;VERTEDERO CONTROLADO DE ARTIGAS;Bilbao;Aire;030404;DIOXIDO DE CARBONO;3;3414499,2
2008;P4802400D;BILBOKO UDALA - AYUNTAMIENTO DE BILBAO;4800025239;VERTEDERO CONTROLADO DE ARTIGAS;Bilbao;Aire;040143;COMPUESTOS ORGANICOS VOLATILES;(null);0
2008;B48475438;HIDROELECTRICA IBERICA;4800027590;CENTRAL TÉRMICA DE CICLO COMBINADO DE SANTURTZI;Santurtzi;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;0
2008;A48529358;PRODUCTOS TUBULARES;4800025730;PRODUCTOS TUBULARES (CENTRO DE TUBOS-BOTELLAS);Valle de Trápaga-Trapagaran;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;8753,77
2008;A48529358;PRODUCTOS TUBULARES;4800025730;PRODUCTOS TUBULARES (CENTRO DE TUBOS-BOTELLAS);Valle de Trápaga-Trapagaran;Aire;030402;OXIDOS DE NITROGENO;8;32079,83
2008;P4800005C;CONSORCIO DE AGUAS BILBAO BIZKAIA;4800026089;EDAR GALINDO;Sestao;Aire;020101;CADMIO Y SUS COMPUESTOS;18;7,2594
2008;P4800005C;CONSORCIO DE AGUAS BILBAO BIZKAIA;4800026089;EDAR GALINDO;Sestao;Aire;020301;ANTIMONIO Y SUS COMPUESTOS;(null);1,6177
2008;A48547558;ZABALGARBI;4800020613;ZABALGARBI;Bilbao;Aire;020306;COBRE Y SUS COMPUESTOS;20;1,649
2008;A48547558;ZABALGARBI;4800020613;ZABALGARBI;Bilbao;Aire;030206;ACIDO CLORHIDRICO;(null);6980,7
2008;B48948830;BIZKAIA ENERGIA;4800015498;Bizkaia Energia S.L.;Amorebieta-Etxano;Aire;030403;MONOXIDO DE CARBONO;2;5687,89
2008;B48948830;BIZKAIA ENERGIA;4800015498;Bizkaia Energia S.L.;Amorebieta-Etxano;Aire;070102;OXIDO NITROSO (N2O);5;0
2008;B48948830;BIZKAIA ENERGIA;4800015498;Bizkaia Energia S.L.;Amorebieta-Etxano;Aire;050302;BENCENO;62;0
2008;B48948830;BIZKAIA ENERGIA;4800015498;Bizkaia Energia S.L.;Amorebieta-Etxano;Aire;050107;PCDD + PCDF (DIOXINAS + FURANOS);47;0
2008;B20435301;ARCELORMITTAL GIPUZKOA;2000001648;ARCELORMITTAL BERGARA, S.A.;Bergara;Aire;020306;COBRE Y SUS COMPUESTOS;20;10,2
2008;A48004501;BRIDGESTONE HISPANIA;4800006329;BRIDGESTONE HISPANIA (Planta de Bilbao);Basauri;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;0
2008;B48906523;CAMELOT97;4800006652;CAMELOT97, S.L.;Amorebieta-Etxano;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;7707
2008;B48906523;CAMELOT97;4800006652;CAMELOT97, S.L.;Amorebieta-Etxano;Aire;070105;METANO;1;22,1
2008;A20015152;KROSAKI AMR REFRACTARIOS S.A.U.;2000000279;AMR Refractarios S.A. - FLORIDA;Hernani;Aire;080000;PARTÍCULAS SÓLIDAS;(null);7381
2008;A20025672;ELECTROQUIMICA DE HERNANI;2000000223;ELECTROQUIMICA DE HERNANI;Hernani;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0
2008;A20025672;ELECTROQUIMICA DE HERNANI;2000000223;ELECTROQUIMICA DE HERNANI;Hernani;Aire;040403;HEXACLOROBENCENO (HCB);42;0
2008;A20025672;ELECTROQUIMICA DE HERNANI;2000000223;ELECTROQUIMICA DE HERNANI;Hernani;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;0
2008;A20025672;ELECTROQUIMICA DE HERNANI;2000000223;ELECTROQUIMICA DE HERNANI;Hernani;Aire;040238;TRICLOROBENCENOS (TCB);54;0
2008;A20025672;ELECTROQUIMICA DE HERNANI;2000000223;ELECTROQUIMICA DE HERNANI;Hernani;Aire;040233;TRICLOROETILENO (TRI);57;0
2008;A20025672;ELECTROQUIMICA DE HERNANI;2000000223;ELECTROQUIMICA DE HERNANI;Hernani;Aire;040139;TRICLOROMETANO (CLOROFORMO);58;0
2008;A20025672;ELECTROQUIMICA DE HERNANI;2000000223;ELECTROQUIMICA DE HERNANI;Hernani;Aire;030402;OXIDOS DE NITROGENO;8;3929,69
2008;A20015152;KROSAKI AMR REFRACTARIOS S.A.U.;2000000279;AMR Refractarios S.A. - FLORIDA;Hernani;Aire;070105;METANO;1;171,2
2008;A20015152;KROSAKI AMR REFRACTARIOS S.A.U.;2000000279;AMR Refractarios S.A. - FLORIDA;Hernani;Aire;020302;PLOMO Y SUS COMPUESTOS;23;1,2
2008;A48107809;INYECTADOS GABI;4800006286;INYECTADOS GABI;Zaldibar;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;86,4
2008;A48107809;INYECTADOS GABI;4800006286;INYECTADOS GABI;Zaldibar;Aire;070105;METANO;1;24,19
2008;A48107809;INYECTADOS GABI;4800006286;INYECTADOS GABI;Zaldibar;Aire;070102;OXIDO NITROSO (N2O);5;17,28
2008;P4800005C;CONSORCIO DE AGUAS BILBAO BIZKAIA;4800027788;EDAR ARRIANDI;Iurreta;Aire;070102;OXIDO NITROSO (N2O);5;2022,8
2008;B20435301;ARCELORMITTAL GIPUZKOA;2000001648;ARCELORMITTAL BERGARA, S.A.;Bergara;Aire;050107;PCDD + PCDF (DIOXINAS + FURANOS);47;0,000352
2008;A28059269;FUNDICIONES DEL ESTANDA;2000000298;FUNDICIONES DEL ESTANDA, S.A;Beasain;Aire;020303;CROMO Y SUS COMPUESTOS;19;2,29
2008;A28059269;FUNDICIONES DEL ESTANDA;2000000298;FUNDICIONES DEL ESTANDA, S.A;Beasain;Aire;030403;MONOXIDO DE CARBONO;2;140299,3
2008;A20022828;TS FUNDICIONES;2000004432;TS ZESTOA;Zestoa;Aire;030402;OXIDOS DE NITROGENO;8;1738,546
2008;A20060075;GALVANIZADOS OLAIZOLA;2000000299;GALVANIZADOS OLAIZOLA, S.A.;Zumaia;Aire;020312;ZINC Y SUS COMPUESTOS;24;313,92
2008;F20814976;BECKER;2000000329;BECKER, S.COOP;Alegia;Aire;070102;OXIDO NITROSO (N2O);5;1,62
2008;A20041042;IBAI ONDO FUNDICIONES;2000000386;IBAI ONDO FUNDICIONES, S.A;Azpeitia;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;1850,7935
2008;A20041042;IBAI ONDO FUNDICIONES;2000000386;IBAI ONDO FUNDICIONES, S.A;Azpeitia;Aire;020303;CROMO Y SUS COMPUESTOS;19;2,1649
2008;A20041042;IBAI ONDO FUNDICIONES;2000000386;IBAI ONDO FUNDICIONES, S.A;Azpeitia;Aire;050107;PCDD + PCDF (DIOXINAS + FURANOS);47;0,000000174
2008;A20041042;IBAI ONDO FUNDICIONES;2000000386;IBAI ONDO FUNDICIONES, S.A;Azpeitia;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;9666,789
2008;A20041042;IBAI ONDO FUNDICIONES;2000000386;IBAI ONDO FUNDICIONES, S.A;Azpeitia;Aire;070102;OXIDO NITROSO (N2O);5;0,3
2008;A20664785;TALLERES DE ESCORIAZA;2000000649;TESA IRUN;Irun;Aire;030402;OXIDOS DE NITROGENO;8;171,4
2008;A20664785;TALLERES DE ESCORIAZA;2000000649;TESA IRUN;Irun;Aire;070108;HALONES;16;0
2008;A20664785;TALLERES DE ESCORIAZA;2000000649;TESA IRUN;Irun;Aire;040159;PENTACLOROBENCENO;48;0
2008;A59202861;CESPA GR;2000003717;VERTEDERO DE MUTILOA;Mutiloa;Aire;030401;OXIDOS DE AZUFRE;11;216,368
2008;A20022828;TS FUNDICIONES;2000004432;TS ZESTOA;Zestoa;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0,276
2008;A20022828;TS FUNDICIONES;2000004432;TS ZESTOA;Zestoa;Aire;030203;ACIDO CIANHIDRICO;85;425
2008;A20022828;TS FUNDICIONES;2000004432;TS ZESTOA;Zestoa;Aire;040239;ANTRACENO;61;0,145
2008;A20036695;VASCONTAINER;2000004464;VASCONTAINER_CENTRO DE ELIMINACIÓN DE RESIDUOS DE ARASO;Irun;Aire;030404;DIOXIDO DE CARBONO;3;0
2008;A20036695;VASCONTAINER;2000004464;VASCONTAINER_CENTRO DE ELIMINACIÓN DE RESIDUOS DE ARASO;Irun;Aire;070105;METANO;1;0
2008;A20036695;VASCONTAINER;2000004464;VASCONTAINER_CENTRO DE ELIMINACIÓN DE RESIDUOS DE ARASO;Irun;Aire;030205;ACIDO SULFHIDRICO;(null);0
