Contaminantes al AIRE de las e-DMAs E-PRTR ejercicio 2008 (Sumatorio cantidad por Contaminante);;;;;;;;;;
Ejercicio;NIF;Razón Social;NIMA;Denominación;Municipio;Tipo;Contaminante;Descripción;Cod PRTR;Cantidad KG/Año
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;4800007093;CEMENTOS REZOLA ARRIGORRIAGA;Arrigorriaga;Aire;020101;CADMIO Y SUS COMPUESTOS;18;3,3
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;020302;PLOMO Y SUS COMPUESTOS;23;2,5552
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;020306;COBRE Y SUS COMPUESTOS;20;3,1075
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;030401;OXIDOS DE AZUFRE;11;484202,02
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;040225;NAFTALINA;68;78,82
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;050107;PCDD + PCDF (DIOXINAS + FURANOS);47;0,0000034
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;0,00701
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;0
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Aire;030401;OXIDOS DE AZUFRE;11;4417
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Aire;030404;DIOXIDO DE CARBONO;3;975500,8
2008;B20021960;GRUPO AMCOR FLEXIBLES HISPANIA;2000018813;GRUPO AMCOR FLEXIBLES HISPANIA, S.L;Lezo;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;1971630,08
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;18892,52
2008;A20012563;MUNKSJÖ PAPER;2000007374;MUNSKJÖ PAPER, S.A.;Berastegi;Aire;030403;MONOXIDO DE CARBONO;2;10036
2008;A01038025;ELECTROCROMO;0100008824;ELECTROCROMO;Vitoria-Gasteiz;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;0,2
2008;A48070965;MANUEL GARCIA MENDOZA;4800001543;MANUEL GARCIA MENDOZA,S.A.;Ortuella;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;871
2008;A48032072;BARNA;4800021585;BARNA;Mundaka;Aire;030402;OXIDOS DE NITROGENO;8;10758
2008;A48032072;BARNA;4800021585;BARNA;Mundaka;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;446
2008;A20426409;LAMINADOS DE ARETXABALETA;2000000092;LAMINADOS DE ARETXABALETA, S.A.;Aretxabaleta;Aire;030401;OXIDOS DE AZUFRE;11;1611,53
2008;B62575873;ZEOLITAS DE ALAVA;0100011549;ZEOLITAS DE ALAVA, S.L.;Lantarón;Aire;030401;OXIDOS DE AZUFRE;11;1
2008;B01123595;AVICOLA ARBARAITZ;0100001582;AVICOLA ARBARAITZ S.L.;Asparrena;Aire;030207;AMONIACO;6;7506,05
2008;B01123595;AVICOLA ARBARAITZ;0100001582;AVICOLA ARBARAITZ S.L.;Asparrena;Aire;030404;DIOXIDO DE CARBONO;3;22249,12
2008;B01123595;AVICOLA ARBARAITZ;0100001582;AVICOLA ARBARAITZ S.L.;Asparrena;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;4,53
2008;B01415694;BIONOR BERANTEVILLA;0100012609;Bionor Berantevilla;Berantevilla;Aire;030403;MONOXIDO DE CARBONO;2;1880,76
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Aire;030402;OXIDOS DE NITROGENO;8;172,33
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Aire;030203;ACIDO CIANHIDRICO;85;0
2008;A20595955;VICTORIO LUZURIAGA-USURBIL;2000000118;VICTORIO LUZURIAGA-USURBIL;Usurbil;Aire;030203;ACIDO CIANHIDRICO;85;0
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Aire;030404;DIOXIDO DE CARBONO;3;41113372,8
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Aire;030209;CLORO Y COMPUESTOS INORGÁNICOS (HCL);80;0
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Aire;020306;COBRE Y SUS COMPUESTOS;20;0
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Aire;070103;HFCs (HIDROFLUORCARBONADOS);4;0
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Aire;020302;PLOMO Y SUS COMPUESTOS;23;0
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Aire;040233;TRICLOROETILENO (TRI);57;0
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Aire;050107;PCDD + PCDF (DIOXINAS + FURANOS);47;0
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Aire;050107;PCDD + PCDF (DIOXINAS + FURANOS);47;0,0000003
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Aire;050302;BENCENO;62;2328
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Aire;070105;METANO;1;3,1
2008;B83432930;WILLET CINCUENTA;2000019185;WILLET CINCUENTA, S.L.;Andoain;Aire;030403;MONOXIDO DE CARBONO;2;9,9
2008;F20025292;FAGOR EDERLAN;2000019815;MARKULETEKO BURDINA GALDATEGIA;Arrasate/Mondragón;Aire;030401;OXIDOS DE AZUFRE;11;0
2008;F20025292;FAGOR EDERLAN;2000019815;MARKULETEKO BURDINA GALDATEGIA;Arrasate/Mondragón;Aire;070102;OXIDO NITROSO (N2O);5;7,9
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Aire;070105;METANO;1;9,4
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Aire;020201;ARSENICO Y SUS COMPUESTOS;17;0
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Aire;030403;MONOXIDO DE CARBONO;2;2373,8
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Aire;030403;MONOXIDO DE CARBONO;2;446318,307
2008;A48004360;FAES FARMA;4800001449;FAES FARMA;Leioa;Aire;030402;OXIDOS DE NITROGENO;8;3801
2008;A48004360;FAES FARMA;4800001449;FAES FARMA;Leioa;Aire;030404;DIOXIDO DE CARBONO;3;855870,9
2008;A48004360;FAES FARMA;4800001449;FAES FARMA;Leioa;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;845,29
2008;A48063812;TALLERES FABIO MURGA;4800001461;TALLERES FABIO MURGA;Balmaseda;Aire;030402;OXIDOS DE NITROGENO;8;9727,6
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;020302;PLOMO Y SUS COMPUESTOS;23;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;030402;OXIDOS DE NITROGENO;8;29768,3
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;070102;OXIDO NITROSO (N2O);5;297,6
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;030401;OXIDOS DE AZUFRE;11;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;040401;HEXACLOROCICLOHEXANO (HCH);44;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;030207;AMONIACO;6;2213
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;050302;BENCENO;62;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;040153;CLORDANO;28;0
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;564,9
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Aire;030401;OXIDOS DE AZUFRE;11;18605,03
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Aire;020201;ARSENICO Y SUS COMPUESTOS;17;3,990013
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Aire;020301;ANTIMONIO Y SUS COMPUESTOS;(null);0,160013
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Aire;020307;MANGANESO Y SUS COMPUESTOS;(null);0,320052
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Aire;020000;PARTICULAS DE POLVO INORGANICO;(null);0,160013
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;Aire;070106;HIDROCLOROFLUOROCARBUROS (HCFC);14;0
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;Aire;030403;MONOXIDO DE CARBONO;2;2519
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;358,92
2008;B48969877;BAHIA DE BIZKAIA ELECTRICIDAD;4800001434;BAHIA DE BIZKAIA ELECTRICIDAD;Zierbena;Aire;030402;OXIDOS DE NITROGENO;8;688000
2008;B95510046;ILARDUYA PRODUCTOS DE FUNDICION, S.L.U.;4800001443;ILARDUYA;Amorebieta-Etxano;Aire;040146;AMINAS;(null);6,32
2008;B95510046;ILARDUYA PRODUCTOS DE FUNDICION, S.L.U.;4800001443;ILARDUYA;Amorebieta-Etxano;Aire;040120;FORMALDEHIDO;(null);118,35
2008;B95510046;ILARDUYA PRODUCTOS DE FUNDICION, S.L.U.;4800001443;ILARDUYA;Amorebieta-Etxano;Aire;030402;OXIDOS DE NITROGENO;8;526,74
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Aire;020101;CADMIO Y SUS COMPUESTOS;18;6,889
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Aire;020201;ARSENICO Y SUS COMPUESTOS;17;0,14
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;4,93
2008;B48008320;METALES IBERICA ARANZADI;4800001525;MISA;Leioa;Aire;030402;OXIDOS DE NITROGENO;8;1706
2008;B48008320;METALES IBERICA ARANZADI;4800001525;MISA;Leioa;Aire;030401;OXIDOS DE AZUFRE;11;2091
2008;F48010177;SEBERIA BILBAINA;4800001570;SEBERIA BILBAINA, S.COOP.;Barakaldo;Aire;070105;METANO;1;5,36
2008;A20034567;CINTAS ADHESIVAS UBIS;2000000716;CINTAS ADHESIVAS UBIS, S.A;Hernani;Aire;010000;PARTICULAS SOLIDAS INERTES;(null);21
2008;B01292903;SIDENOR INDUSTRIAL;2000004628;GERDAU SIDENOR LEGAZPI;Legazpi;Aire;030404;DIOXIDO DE CARBONO;3;19420000
2008;B01292903;SIDENOR INDUSTRIAL;2000004628;GERDAU SIDENOR LEGAZPI;Legazpi;Aire;020306;COBRE Y SUS COMPUESTOS;20;26,72
2008;A58410176;SARRIOPAPEL Y CELULOSA;2000004709;SARRIO PAPEL -FACTORIA DE URANGA-;Berrobi;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0
2008;B20032330;OBE HETTICH;2000004738;OBE Hettich, S.L. en Comandita;Aizarnazabal;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;1,3255
2008;F20025292;FAGOR EDERLAN;2000004904;BEHE PRESIOKO ALUMINIO-MEKANIZAZIOA 2;Arrasate/Mondragón;Aire;030401;OXIDOS DE AZUFRE;11;0
2008;F20025292;FAGOR EDERLAN;2000004904;BEHE PRESIOKO ALUMINIO-MEKANIZAZIOA 2;Arrasate/Mondragón;Aire;010000;PARTICULAS SOLIDAS INERTES;(null);30
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004895;PLANTA GARAGARTZA;Arrasate/Mondragón;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;21957,826
2008;F20025292;FAGOR EDERLAN;2000004902;URIBARRIKO BURDINA GALDATEGIA;Arrasate/Mondragón;Aire;030207;AMONIACO;6;6,3648
2008;F20025292;FAGOR EDERLAN;2000004902;URIBARRIKO BURDINA GALDATEGIA;Arrasate/Mondragón;Aire;030404;DIOXIDO DE CARBONO;3;1349327,1
2008;A58410176;SARRIOPAPEL Y CELULOSA;2000004709;SARRIO PAPEL -FACTORIA DE URANGA-;Berrobi;Aire;070103;HFCs (HIDROFLUORCARBONADOS);4;0
2008;A58410176;SARRIOPAPEL Y CELULOSA;2000004709;SARRIO PAPEL -FACTORIA DE URANGA-;Berrobi;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;0
2008;A58410176;SARRIOPAPEL Y CELULOSA;2000004709;SARRIO PAPEL -FACTORIA DE URANGA-;Berrobi;Aire;040233;TRICLOROETILENO (TRI);57;0
2008;A01002716;OLAZABAL Y HUARTE;0100000205;OLAZABAL Y HUARTE;Vitoria-Gasteiz;Aire;030404;DIOXIDO DE CARBONO;3;42151,6
2008;A01002716;OLAZABAL Y HUARTE;0100000205;OLAZABAL Y HUARTE;Vitoria-Gasteiz;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;0,19
2008;A01002716;OLAZABAL Y HUARTE;0100000205;OLAZABAL Y HUARTE;Vitoria-Gasteiz;Aire;050106;HIDROCARBUROS AROMÁTICOS POLICÍCLICOS (PAH);72;5
2008;A01002716;OLAZABAL Y HUARTE;0100000205;OLAZABAL Y HUARTE;Vitoria-Gasteiz;Aire;030203;ACIDO CIANHIDRICO;85;113
2008;A01001296;GAMARRA, S.A.;0100000221;GAMARRA S.A.;Vitoria-Gasteiz;Aire;020302;PLOMO Y SUS COMPUESTOS;23;0,872
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Aire;070108;HALONES;16;0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Aire;040403;HEXACLOROBENCENO (HCB);42;0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Aire;070104;HEXAFLUORURO DE AZUFRE;10;0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Aire;040233;TRICLOROETILENO (TRI);57;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;040209;DI(2-ETILHEXIL)-FTALATO (DIOCTILFTALATO);70;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;070104;HEXAFLUORURO DE AZUFRE;10;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;020312;ZINC Y SUS COMPUESTOS;24;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;030402;OXIDOS DE NITROGENO;8;1960,4
2008;B01218932;CELSA ATLANTIC;0100000240;LAMINACIONES ARREGUI, S.L.;Vitoria-Gasteiz;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;2006,85
2008;B01218932;CELSA ATLANTIC;0100000240;LAMINACIONES ARREGUI, S.L.;Vitoria-Gasteiz;Aire;070102;OXIDO NITROSO (N2O);5;42,26
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;040154;DICLORODIFENIL TRICLOROETANO (DDT);33;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;020312;ZINC Y SUS COMPUESTOS;24;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;040401;HEXACLOROCICLOHEXANO (HCH);44;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;040112;1,2-DICLOROETANO (DCE);34;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;050302;BENCENO;62;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;040150;HEPTACLORO;41;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;040157;PCB;50;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;030401;OXIDOS DE AZUFRE;11;207
2008;A01001296;GAMARRA, S.A.;0100000221;GAMARRA S.A.;Vitoria-Gasteiz;Aire;030209;CLORO Y COMPUESTOS INORGÁNICOS (HCL);80;39,33756
2008;A01001049;QUINTON HAZELL ESPAÑA;0100000224;QUINTON HAZELL ESPAÑA;Laudio/Llodio;Aire;030402;OXIDOS DE NITROGENO;8;655,7
2008;A01394261;AIALA VIDRIO;0100000320;AIALA VIDRIO, S.A.;Laudio/Llodio;Aire;020201;ARSENICO Y SUS COMPUESTOS;17;76
2008;A48045900;DEGUISA;0100000543;DEGUISA, S.A;Amurrio;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;11212,4426
2008;A20516233;SNA EUROPE INDUSTRIES IBERIA;0100000388;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE VITORIA-GASTEIZ);Vitoria-Gasteiz;Aire;020303;CROMO Y SUS COMPUESTOS;19;2,058
2008;A20516233;SNA EUROPE INDUSTRIES IBERIA;0100000388;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE VITORIA-GASTEIZ);Vitoria-Gasteiz;Aire;030209;CLORO Y COMPUESTOS INORGÁNICOS (HCL);80;27,2382
2008;A01156942;CONDESA FABRIL, S.A.;0100000394;CONDESA FABRIL, S.A.;Legutiano;Aire;010000;PARTICULAS SOLIDAS INERTES;(null);20,49
2008;A01156942;CONDESA FABRIL, S.A.;0100000394;CONDESA FABRIL, S.A.;Legutiano;Aire;030209;CLORO Y COMPUESTOS INORGÁNICOS (HCL);80;1800,82
2008;A01006055;GALVANIZADOS ALAVESES CABA;0100000407;GALVANIZADOS ALAVESES CABA, S.A.;Vitoria-Gasteiz;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;280
2008;A01006055;GALVANIZADOS ALAVESES CABA;0100000407;GALVANIZADOS ALAVESES CABA, S.A.;Vitoria-Gasteiz;Aire;010000;PARTICULAS SOLIDAS INERTES;(null);4,72
2008;A01007764;FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA);0100000471;Fundiciones Inyectadas Alavesas S.A. (FIASA);Iruña Oka/Iruña de Oca;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;14104
2008;A01141886;CASTINOX;0100000515;CASTINOX S.A;Amurrio;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;3301,5
2008;A01141886;CASTINOX;0100000515;CASTINOX S.A;Amurrio;Aire;040146;AMINAS;(null);24
2008;A01141886;CASTINOX;0100000515;CASTINOX S.A;Amurrio;Aire;030203;ACIDO CIANHIDRICO;85;1,3763
2008;A48032734;INDUSTRIAS GALYCAS;0100000311;INDUSTRIAS GALYCAS, S.A.;Vitoria-Gasteiz;Aire;030403;MONOXIDO DE CARBONO;2;63,2
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;080000;PARTÍCULAS SÓLIDAS;(null);11087
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;070102;OXIDO NITROSO (N2O);5;35,3
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;040232;1,1,1-TRICLOROETANO (METILCLOROFORMO) TCE;55;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;040401;HEXACLOROCICLOHEXANO (HCH);44;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;030207;AMONIACO;6;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;070104;HEXAFLUORURO DE AZUFRE;10;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;050107;PCDD + PCDF (DIOXINAS + FURANOS);47;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;040139;TRICLOROMETANO (CLOROFORMO);58;0
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;Aire;020312;ZINC Y SUS COMPUESTOS;24;9097,639
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;8500,766
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;Aire;070102;OXIDO NITROSO (N2O);5;1500,526
2008;B48303705;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;4800002768;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;Barakaldo;Aire;030209;CLORO Y COMPUESTOS INORGÁNICOS (HCL);80;0
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;0
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Aire;030404;DIOXIDO DE CARBONO;3;13532471,9
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Aire;030403;MONOXIDO DE CARBONO;2;5639
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;Aire;030402;OXIDOS DE NITROGENO;8;2926
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Aire;020301;ANTIMONIO Y SUS COMPUESTOS;(null);4,7
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Aire;070105;METANO;1;12,8
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Aire;030403;MONOXIDO DE CARBONO;2;74,58
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Aire;070102;OXIDO NITROSO (N2O);5;7,46
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Aire;030404;DIOXIDO DE CARBONO;3;417671,48
2008;A01274067;HELADOS Y POSTRES;0100000554;HELADOS Y POSTRES, S.A.;Asparrena;Aire;070105;METANO;1;44,8
2008;A48045900;DEGUISA;0100000543;DEGUISA, S.A;Amurrio;Aire;050302;BENCENO;62;0
2008;A48045900;DEGUISA;0100000543;DEGUISA, S.A;Amurrio;Aire;050106;HIDROCARBUROS AROMÁTICOS POLICÍCLICOS (PAH);72;0
2008;F48565261;FURESA;4800003220;FURESA S. COOP;Iurreta;Aire;030404;DIOXIDO DE CARBONO;3;196237,3
2008;F48565261;FURESA;4800003220;FURESA S. COOP;Iurreta;Aire;070105;METANO;1;4,9
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Aire;030207;AMONIACO;6;977,86
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;0
2008;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;Aire;030206;ACIDO CLORHIDRICO;(null);975
2008;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;4815
2008;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;Aire;080000;PARTÍCULAS SÓLIDAS;(null);6796,5
2008;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;Aire;030403;MONOXIDO DE CARBONO;2;28264
2008;A48153654;PRODUCTOS DE FUNDICION;4800003356;PRODUCTOS DE FUNDICION;Barakaldo;Aire;030402;OXIDOS DE NITROGENO;8;273566,3
